time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520792174673601094,	0.0706368,	2.31965,	-0.235209,	0.894716,	-0.0780651,	-3.53078,	-0.00610256,	-0.0129384,	-0.0653524,	0.99776,	0.0188048,	2.32482,	-0.0334204,	-0.0146179,	0.0126198,	0.0093675,	-0.0219592,	0.680877,	0.732069,	-0.000369178,	0.125295,	2.30136,	-0.323341,	-0.00287065,	0.00288187,	0.000580035,	-0.0127922,	-0.0127987,	-0.0696775,	0.997405
1520792174727602678,	0.0706768,	2.32155,	-0.234633,	0.960594,	-0.0605262,	-3.72616,	-0.00304691,	-0.0144514,	-0.057762,	0.998221,	0.0184711,	2.32672,	-0.0329762,	-0.00617833,	0.0351444,	0.00822639,	-0.0240982,	0.680797,	0.732073,	-0.00191843,	0.125346,	2.30157,	-0.323457,	0.00095538,	0.00390165,	-0.00215191,	-0.0120119,	-0.0143261,	-0.0745726,	0.99704
1520792174787370966,	0.0707361,	2.3226,	-0.233938,	0.885848,	-0.0697392,	-3.40612,	-0.00194138,	-0.0154597,	-0.0562245,	0.998297,	0.0178035,	2.32749,	-0.0328013,	-0.0113151,	0.0130962,	0.00296348,	-0.0259817,	0.681338,	0.7315,	-0.00338593,	0.125481,	2.30423,	-0.323054,	0.00229154,	0.0450988,	0.00682948,	-0.0101716,	-0.0156705,	-0.0663892,	0.997619
1520792174840514530,	0.0702438,	2.32422,	-0.233418,	0.98944,	-0.0617222,	-3.78522,	-0.00116534,	-0.0157754,	-0.0547481,	0.998375,	0.0175722,	2.32881,	-0.0323468,	-0.00436439,	0.0250108,	0.00857612,	-0.0262929,	0.680887,	0.731909,	-0.00339989,	0.125599,	2.30573,	-0.322322,	0.00222588,	0.0281701,	0.0138224,	-0.00920456,	-0.016812,	-0.0643131,	0.997746
1520792174897647649,	0.070332,	2.33114,	-0.233661,	0.92561,	0.0408182,	-3.53182,	-0.0100723,	-0.0155652,	-0.0495596,	0.998599,	0.0170255,	2.32849,	-0.0321026,	-0.0095924,	-0.0057395,	0.00428485,	-0.0271939,	0.681147,	0.731634,	-0.00326571,	0.125003,	2.30776,	-0.3219,	-0.0104595,	0.0356429,	0.00739625,	-0.00856486,	-0.0169624,	-0.0625941,	0.997858
1520792174953180412,	0.0706113,	2.34445,	-0.234603,	0.974288,	0.290332,	-3.68182,	-0.0411138,	-0.0158255,	-0.0513792,	0.997707,	0.0184824,	2.32834,	-0.0330939,	0.0264897,	-0.00275813,	-0.0180237,	-0.0259913,	0.679363,	0.733332,	-0.00377353,	0.125471,	2.31588,	-0.322625,	0.00850893,	0.147739,	-0.013172,	-0.0194285,	-0.0165932,	-0.0580376,	0.997987
1520792175010225358,	0.0704519,	2.32439,	-0.233545,	0.911745,	-0.0691545,	-3.51668,	0.00234799,	-0.0154391,	-0.0582419,	0.99818,	0.0200723,	2.33019,	-0.0341423,	0.0278937,	0.0326009,	-0.018394,	-0.0253519,	0.679819,	0.732921,	-0.00554827,	0.125942,	2.32686,	-0.323969,	0.00825532,	0.192488,	-0.0235839,	-0.034614,	-0.0169496,	-0.0604057,	0.99743
1520792175067401275,	0.0717272,	2.32554,	-0.234526,	0.906225,	-0.0817181,	-3.5155,	0.00214861,	-0.0137393,	-0.0528321,	0.998507,	0.0213726,	2.33149,	-0.0350575,	0.0228108,	0.0226669,	-0.0160561,	-0.0239425,	0.680472,	0.732354,	-0.00642728,	0.12535,	2.30731,	-0.322113,	-0.010373,	-0.342922,	0.0325638,	-0.00459096,	-0.0166884,	-0.0660486,	0.997666
1520792175123496967,	0.0720758,	2.32645,	-0.235569,	0.905415,	-0.0900009,	-3.58057,	0.000343562,	-0.0122221,	-0.0564238,	0.998332,	0.0225267,	2.33343,	-0.0359112,	0.0206098,	0.0346567,	-0.0152448,	-0.022638,	0.681397,	0.731535,	-0.00649902,	0.126662,	2.3087,	-0.323166,	0.0234256,	0.0247782,	-0.0187999,	-0.00533125,	-0.0148827,	-0.0607239,	0.998029
1520792175182133354,	0.0731198,	2.32595,	-0.236625,	0.872295,	-0.128965,	-3.46058,	-0.00293963,	-0.0110205,	-0.0586148,	0.998216,	0.0229649,	2.33422,	-0.0360973,	0.00755445,	0.0137174,	-0.00320839,	-0.0223384,	0.681048,	0.731872,	-0.00614751,	0.127014,	2.3093,	-0.324203,	0.00605776,	0.0104446,	-0.0178811,	-0.00681271,	-0.0134188,	-0.0644063,	0.99781
