time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520793640504583554,	-0.767437,	2.02239,	0.00710943,	-0.629322,	-4.7686,	-16.1389,	-0.029461,	0.0395679,	-0.00777608,	0.998752,	-0.761463,	2.0794,	0.202216,	-0.131433,	-0.0178194,	0.119945,	-0.00971752,	0.697814,	0.712634,	-0.0715119,	-0.694748,	1.96244,	-0.067942,	0.0130333,	-0.0345244,	0.0689325,	-0.0290802,	0.039239,	-0.0379902,	0.998084
1520793640517146470,	-0.767435,	2.02238,	0.00717591,	-0.497726,	-4.75156,	-16.2533,	-0.0294674,	0.0394844,	-0.00779914,	0.998755,	-0.761463,	2.0794,	0.202216,	0,	0,	0,	-0.00971752,	0.697814,	0.712634,	-0.0715119,	-0.69494,	1.96283,	-0.0679519,	-0.0159709,	0.0320415,	-0.000824055,	-0.0293766,	0.0391498,	-0.0378457,	0.998084
1520793640530088846,	-0.767435,	2.02238,	0.00717591,	-0.497726,	-4.75156,	-16.2533,	-0.0294674,	0.0394844,	-0.00779914,	0.998755,	-0.761463,	2.0794,	0.202216,	0,	0,	0,	-0.00971752,	0.697814,	0.712634,	-0.0715119,	-0.69494,	1.96283,	-0.0679519,	0,	0,	0,	-0.0293766,	0.0391498,	-0.0378457,	0.998084
1520793640541600718,	-0.767435,	2.02238,	0.00717591,	-0.542974,	-5.18352,	-17.7309,	-0.0294674,	0.0394844,	-0.00779914,	0.998755,	-0.761463,	2.0794,	0.202216,	0,	0,	0,	-0.00971752,	0.697814,	0.712634,	-0.0715119,	-0.69494,	1.96283,	-0.0679519,	0,	0,	0,	-0.0293766,	0.0391498,	-0.0378457,	0.998084
1520793640554953907,	-0.768745,	2.02129,	0.00854052,	-0.560204,	-4.46997,	-14.8981,	-0.0281967,	0.0374363,	-0.00748486,	0.998873,	-0.764741,	2.08049,	0.203294,	-0.252151,	0.0837879,	0.082925,	-0.012356,	0.699282,	0.711266,	-0.0703721,	-0.695522,	1.96343,	-0.066738,	-0.0447464,	0.0460949,	0.0933749,	-0.0300645,	0.0374499,	-0.0377628,	0.998132
1520793640566732461,	-0.768836,	2.02153,	0.00858015,	-0.372323,	-5.35983,	-17.7012,	-0.0285356,	0.0373229,	-0.00745382,	0.998868,	-0.764741,	2.08049,	0.203294,	0,	0,	0,	-0.012356,	0.699282,	0.711266,	-0.0703721,	-0.696003,	1.96245,	-0.0666066,	-0.0437417,	-0.0883464,	0.0119507,	-0.0288695,	0.0371382,	-0.0375713,	0.998186
1520793640579603862,	-0.768836,	2.02153,	0.00858015,	-0.341296,	-4.91317,	-16.2261,	-0.0285356,	0.0373229,	-0.00745382,	0.998868,	-0.764741,	2.08049,	0.203294,	0,	0,	0,	-0.012356,	0.699282,	0.711266,	-0.0703721,	-0.696003,	1.96245,	-0.0666066,	0,	0,	0,	-0.0288695,	0.0371382,	-0.0375713,	0.998186
1520793640593164374,	-0.768836,	2.02153,	0.00858015,	-0.315043,	-4.53524,	-14.978,	-0.0285356,	0.0373229,	-0.00745382,	0.998868,	-0.764741,	2.08049,	0.203294,	0,	0,	0,	-0.012356,	0.699282,	0.711266,	-0.0703721,	-0.696003,	1.96245,	-0.0666066,	0,	0,	0,	-0.0288695,	0.0371382,	-0.0375713,	0.998186
1520793640601788505,	-0.770884,	2.0235,	0.00979576,	-0.767963,	-7.12286,	-24.1873,	-0.0314368,	0.0342098,	-0.00699611,	0.998896,	-0.769016,	2.08001,	0.204735,	-0.534395,	-0.0598154,	0.180088,	-0.0146981,	0.698417,	0.71232,	-0.0678082,	-0.69772,	1.96283,	-0.0656285,	-0.214631,	0.0474098,	0.122261,	-0.0292427,	0.0342572,	-0.034816,	0.998378
1520793640615122861,	-0.771042,	2.02313,	0.00986233,	-0.15587,	-4.37515,	-14.9902,	-0.0311174,	0.033927,	-0.00674992,	0.998917,	-0.769016,	2.08001,	0.204735,	0,	0,	0,	-0.0146981,	0.698417,	0.71232,	-0.0678082,	-0.6982,	1.96409,	-0.0654474,	-0.0368953,	0.0967274,	0.0139277,	-0.0313416,	0.0339205,	-0.0366927,	0.998259
1520793640630684881,	-0.771042,	2.02313,	0.00986233,	-0.135088,	-3.7918,	-12.9915,	-0.0311174,	0.033927,	-0.00674992,	0.998917,	-0.769016,	2.08001,	0.204735,	0,	0,	0,	-0.0146981,	0.698417,	0.71232,	-0.0678082,	-0.6982,	1.96409,	-0.0654474,	0,	0,	0,	-0.0313416,	0.0339205,	-0.0366927,	0.998259
1520793640643365443,	-0.771042,	2.02313,	0.00986233,	-0.16886,	-4.73975,	-16.2394,	-0.0311174,	0.033927,	-0.00674992,	0.998917,	-0.769016,	2.08001,	0.204735,	0,	0,	0,	-0.0146981,	0.698417,	0.71232,	-0.0678082,	-0.6982,	1.96409,	-0.0654474,	0,	0,	0,	-0.0313416,	0.0339205,	-0.0366927,	0.998259
1520793640657207844,	-0.774207,	2.02133,	0.0108869,	-0.399285,	-4.51345,	-14.9114,	-0.0265351,	0.0305189,	-0.00713182,	0.999156,	-0.774457,	2.07995,	0.2056,	-0.418529,	-0.00416527,	0.0665828,	-0.0180741,	0.69803,	0.712795,	-0.0659525,	-0.701006,	1.96358,	-0.0644518,	-0.215908,	-0.0390379,	0.0765877,	-0.0283278,	0.0305605,	-0.0371343,	0.998441
1520793640672253334,	-0.77424,	2.02142,	0.010889,	0.0144364,	-3.90213,	-12.9807,	-0.0266103,	0.0305009,	-0.00710864,	0.999155,	-0.774457,	2.07995,	0.2056,	0,	0,	0,	-0.0180741,	0.69803,	0.712795,	-0.0659525,	-0.701006,	1.96358,	-0.0644518,	0,	0,	0,	-0.0283278,	0.0305605,	-0.0371343,	0.998441
1520793640686709739,	-0.77424,	2.02142,	0.010889,	0.0154676,	-4.18085,	-13.9079,	-0.0266103,	0.0305009,	-0.00710864,	0.999155,	-0.774457,	2.07995,	0.2056,	0,	0,	0,	-0.0180741,	0.69803,	0.712795,	-0.0659525,	-0.701006,	1.96358,	-0.0644518,	0,	0,	0,	-0.0283278,	0.0305605,	-0.0371343,	0.998441
